student_id,name,grade_level,preferred_format,baseline_score
stu_21bbe5df,Tripti Gour,Class 7,video,100
stu_6db5f431,Oeshi Karpe,Class 7,video,68
stu_81486bfd,Yasti Sarna,Class 8,video,63
stu_03aae751,Gopal Sood,Class 9,video,57
stu_7ac25754,Jackson Yogi,Class 9,video,93
stu_9fd4db97,Anika Zacharia,Class 6,video,61
stu_70151da7,Rajata Bawa,Class 9,text,78
stu_76aacaef,Yashoda Nigam,Class 6,video,65
stu_8a823258,Harita Sheth,Class 10,video,75
stu_d624a6c5,Samuel Lata,Class 8,video,65
stu_ed954809,Maanas Koshy,Class 10,video,60
stu_52975c7d,Eshana Wason,Class 9,video,59
stu_ea455f67,Gagan Bansal,Class 9,video,72
stu_96885fc0,Charita Devi,Class 9,video,74
stu_1ce4f324,Urmi Dhillon,Class 6,text,51
stu_cd973f66,Champak Raval,Class 10,text,61
stu_725330dc,Ikbal Din,Class 7,video,74
stu_2eff0dc6,Henry Gara,Class 6,video,84
stu_b7c74552,Tanveer Krish,Class 9,text,54
stu_0c824780,Nirja Raman,Class 7,video,88
stu_872b5efd,Oliver Mall,Class 6,video,79
stu_9d1fcd1f,Ekiya Handa,Class 6,video,74
stu_c100e32d,Abeer Mammen,Class 8,text,80
stu_9505e0b7,Sara Atwal,Class 8,video,54
stu_971aa865,Pooja Prakash,Class 10,video,83
stu_706fe968,Matthew Prabhakar,Class 9,video,56
stu_892dc775,Hema Barman,Class 9,text,69
stu_45588c05,Qushi Rao,Class 9,video,64
stu_508cf5d7,Chaaya Bhatti,Class 6,text,88
stu_c4e8e7cb,Bhavini Palla,Class 10,video,64
stu_df7cf8fb,Nakul Mittal,Class 6,video,57
stu_6f08f7bb,Nihal Sarin,Class 6,video,49
stu_9397dcf9,Aarini Gaba,Class 8,video,79
stu_6216269c,Isaiah Basak,Class 8,video,71
stu_cea0e694,Eesha Hari,Class 6,video,66
stu_374ed6ed,Fariq Keer,Class 9,video,70
stu_6cedbbc4,Kalpit Tailor,Class 7,video,73
stu_792ecfa3,Ethan Bahri,Class 9,video,72
stu_44d01cf7,Yadavi Rao,Class 7,video,68
stu_2fc3de47,Abeer Goyal,Class 8,text,59
stu_50652de2,Bhanumati Nanda,Class 9,text,65
stu_f6d6fb6a,Qushi Jhaveri,Class 9,video,81
stu_18578d45,Yatan Chakrabarti,Class 7,video,48
stu_10eec3a5,Falguni Gopal,Class 10,text,59
stu_29d58e74,Sudiksha Som,Class 8,text,58
stu_3ce40245,Ekaja Nagi,Class 8,text,81
stu_acdd6d2a,Kashvi Kari,Class 9,video,82
stu_5d42ed14,Nimrat Kashyap,Class 9,video,74
stu_01b22c15,Fariq Kar,Class 9,video,66
stu_e899eece,Manan Shukla,Class 10,video,90
stu_b2e501c8,Peter Mall,Class 10,video,100
stu_f052b3ae,Triya Grover,Class 9,video,53
stu_0497d942,Chanchal Seth,Class 8,video,71
stu_c37f567d,Chandran Soni,Class 8,video,52
stu_11026ab7,Hemang Bora,Class 6,text,77
stu_ad84c1fa,Ansh Sibal,Class 7,video,92
stu_2e0e5e44,Nakul Palla,Class 6,video,79
stu_f497db32,Maanav Mall,Class 7,video,68
stu_15e83811,Ladli Tandon,Class 9,text,55
stu_946a420a,Triveni Rastogi,Class 7,video,88
stu_eadff786,Manya Bora,Class 9,video,53
stu_092e0e38,Fariq Luthra,Class 10,video,61
stu_4b47de18,Abha Dixit,Class 10,video,67
stu_9c05e742,Ridhi Manne,Class 6,text,78
stu_d48b905d,Ayushman Jayaraman,Class 6,text,71
stu_a3955ea1,Dhruv Edwin,Class 9,text,62
stu_9efccbdf,Balendra Dugar,Class 9,text,83
stu_d43cdde5,Devansh Mukhopadhyay,Class 10,video,80
stu_97d97a98,Meera Raval,Class 6,video,61
stu_80de39c2,Fiyaz Tailor,Class 10,video,55
stu_8a7c9386,Shivansh Bhagat,Class 8,text,55
stu_664bed12,Thomas Gara,Class 7,video,46
stu_7a776909,Tristan Brahmbhatt,Class 8,video,74
stu_8bbf0b67,Kashish Atwal,Class 6,text,92
stu_407752ea,Om Wason,Class 7,text,43
stu_9dd31192,Zinal Sami,Class 7,video,95
stu_36a607f0,Amara Gill,Class 8,video,92
stu_7dc77bd6,Jalsa Memon,Class 6,video,82
stu_1a5d4f65,Elijah Sibal,Class 8,video,82
stu_8875c89e,Ayush Bansal,Class 7,video,55
stu_e284c21f,Manbir Sastry,Class 7,video,55
stu_96e2f463,Lakshit Palla,Class 10,text,64
stu_e88c455d,Sudiksha Shah,Class 9,video,51
stu_2291f232,Dhriti Bassi,Class 9,video,75
stu_e024a72f,Idika Parsa,Class 10,video,41
stu_46d674bc,Elijah Jain,Class 7,text,50
stu_66f02eda,Damyanti Singhal,Class 10,video,60
stu_22a7fff8,Ekani Mani,Class 7,text,69
stu_29d8ca06,Alexander Dugar,Class 8,video,80
stu_4e2a58ed,Nicholas Suri,Class 7,video,79
stu_642ab07f,Vyanjana Mane,Class 10,text,79
stu_48dd1186,Kamala Sha,Class 8,text,76
stu_bad0a1d2,Jacob Hayre,Class 6,video,83
stu_3ce21f83,Urishilla Keer,Class 7,video,49
stu_b4da6a67,Isaiah Karan,Class 6,text,61
stu_62abd523,Raagini Nazareth,Class 9,video,69
stu_7db824b2,Yuvraj Bumb,Class 9,text,81
stu_c5df0af1,Nidra Kapadia,Class 8,video,61
stu_50106421,Siddharth Barman,Class 6,video,72
stu_9a21d94a,Zilmil Ghosh,Class 7,video,95
stu_c90a4a15,Karan Mishra,Class 10,text,70
stu_14d632f6,Kashish Butala,Class 8,text,58
stu_04975f3b,Bhavya Ganesh,Class 10,video,47
stu_639382c9,Warjas Balakrishnan,Class 6,video,72
stu_f38873e0,Daksha Salvi,Class 7,video,81
stu_2c73c14a,Gautam Khalsa,Class 7,video,67
stu_479e6fbe,Yuvraj Sampath,Class 6,video,64
stu_eee6331d,Rachit Kakar,Class 8,video,100
stu_dcb8211a,Aarna Chandran,Class 8,text,82
stu_6118d982,Girindra Wason,Class 7,text,94
stu_1d70ed59,Nitesh Deshpande,Class 7,text,42
stu_ddde60dd,Hamsini Mallick,Class 6,video,55
stu_5003c192,Krishna Kulkarni,Class 6,video,74
stu_98619885,Wahab Patil,Class 6,video,63
stu_54c88965,Wakeeta Lal,Class 6,video,87
stu_3ffe8b42,Upasna Borah,Class 6,video,80
stu_647edf46,Orinder Rama,Class 9,video,76
stu_1f28914c,Lipika Yadav,Class 6,video,52
stu_3403a29f,Lakshmi Sachdeva,Class 7,text,75
stu_e8256aeb,Ojas Mannan,Class 9,video,54
stu_4246b1af,Champak Tak,Class 8,video,84
stu_5af1552f,Kiaan Chawla,Class 10,video,53
stu_e8d8f55a,Xavier Chopra,Class 9,text,52
stu_351c4af3,Hemani Gulati,Class 7,text,94
stu_29c76a85,Sneha Randhawa,Class 10,text,84
stu_5a40ded3,Pahal Khatri,Class 8,text,86
stu_238954a8,Anusha Jain,Class 10,text,61
stu_65b67813,Aachal Kumer,Class 6,video,72
stu_ccc172d3,Kashvi Sarraf,Class 6,video,69
stu_1575a07c,Kiaan Devan,Class 7,video,64
stu_37f34e71,Anamika Narula,Class 7,video,93
stu_20125b19,Tejas Agarwal,Class 7,video,54
stu_1126e576,Ikbal Sridhar,Class 7,video,82
stu_0cdc2988,Neelima Handa,Class 10,video,63
stu_de194805,Aarav Kant,Class 10,text,67
stu_809425b9,Anamika Trivedi,Class 9,video,51
stu_cd4f1494,Sathvik Deo,Class 9,video,67
stu_ac36ded4,Ridhi Yohannan,Class 7,text,86
stu_a4ce0425,Aarnav Khalsa,Class 7,video,76
stu_b1b21ada,Rehaan Chauhan,Class 8,text,68
stu_fa13758a,Nihal Sabharwal,Class 8,text,87
stu_50210c64,Girindra Balan,Class 8,video,72
stu_a2d902ed,Krishna Sha,Class 8,video,78
stu_6d95c99b,Yochana Anne,Class 8,text,61
stu_35884fd7,Rishi Handa,Class 9,video,44
stu_5eb4d734,Aarav Memon,Class 8,video,86
stu_e4ba7d08,George Uppal,Class 9,video,67
stu_3195391d,Damini Sampath,Class 6,video,72
stu_fe2eb2fc,Ekani Rau,Class 6,video,68
stu_56027dc7,Matthew Solanki,Class 9,video,72
stu_095db2f1,Indali Lad,Class 7,video,48
stu_d6b66915,Dhruv Shankar,Class 7,video,69
stu_bd72fc13,Tanvi Nadkarni,Class 7,video,77
stu_e6c00c97,Gagan Majumdar,Class 7,video,78
stu_19c8531a,Indrajit Varughese,Class 8,video,73
stu_b2eeb298,Rachita Modi,Class 7,video,96
stu_b0c4cdc1,Arjun Gaba,Class 6,video,82
stu_a3908c35,Meera Iyer,Class 10,video,29
stu_a92810f2,Yamini Manne,Class 9,video,69
stu_7c288bbb,Champak Cherian,Class 9,video,70
stu_7f1a3c69,Ekbal Dua,Class 7,text,42
stu_df21db09,Pranav Narain,Class 7,video,64
stu_c4f6f768,Laksh Ray,Class 7,text,43
stu_62510425,Gayathri Ganesh,Class 10,text,59
stu_29a5f8f0,Jeet Ganguly,Class 10,video,54
stu_55d23930,Reva Goswami,Class 7,video,44
stu_d82f2164,Advika Mangal,Class 7,text,65
stu_6849d6a2,Saumya Iyer,Class 8,video,62
stu_40819fef,Geetika Bhargava,Class 8,video,63
stu_23cf5e0b,Ekalinga Sama,Class 9,video,58
stu_208ab2c0,Lila Sha,Class 6,text,35
stu_baabf1f0,Onkar Sarna,Class 8,video,55
stu_720abb6f,Triya Chacko,Class 7,video,66
stu_f979283f,Dalbir Madan,Class 9,text,69
stu_6a67c4c7,Dayita Mallick,Class 9,text,59
stu_244ae694,Yashica Rastogi,Class 8,text,55
stu_5b346005,Sudiksha Bahl,Class 9,video,37
stu_ad5bde9f,Veer Kant,Class 7,text,53
stu_bf37af74,Deepa Patel,Class 6,video,68
stu_3b4ca651,Tanish Pant,Class 8,text,71
stu_df060248,Jeet Ranganathan,Class 8,video,69
stu_04274095,Wakeeta Boase,Class 8,video,67
stu_0b8beb22,Udarsh Parmer,Class 9,video,89
stu_a464a9fb,Vasana Prabhakar,Class 6,text,66
stu_650ca6b7,Thomas Kala,Class 8,text,62
stu_d733951b,Bhavya Bajwa,Class 7,text,45
stu_6b9ce30e,Warhi Karan,Class 9,video,48
stu_6dc4ef56,Naveen Setty,Class 10,video,68
stu_88d3cca0,Abhimanyu Mammen,Class 9,text,59
stu_1559fac2,Sanaya Virk,Class 7,video,63
stu_4700c5d5,Radha Gola,Class 6,text,82
stu_f724121d,Aarna Karan,Class 8,video,83
stu_1a1e1499,Urvashi Kumer,Class 9,video,70
stu_cc043892,Patrick Dar,Class 9,video,73
stu_d20b140c,Radhika Dubey,Class 8,video,90
stu_0d33096d,Yatan Choudhary,Class 10,video,45
stu_db0a3d27,Ucchal Ramaswamy,Class 10,video,86
stu_fa4f0e5c,Darpan Agrawal,Class 6,video,51
stu_55de80f4,Benjamin Dugar,Class 10,video,66
stu_322ce364,Neelima Devi,Class 8,video,61
stu_cdc35a6b,Aditya Garg,Class 7,video,95
stu_705d625b,Devansh Nagy,Class 8,video,93
stu_4e5d1e3b,Wridesh Char,Class 10,video,45
stu_570bb8ae,Ikshita Badal,Class 8,video,71
stu_e42bb7c0,Ekansh Mallick,Class 8,text,77
stu_008cee53,Tejas Bahl,Class 9,video,35
stu_ef583a67,Joshua Wable,Class 7,video,63
stu_06e249fb,Tanvi Savant,Class 10,text,44
stu_e1953b9f,Nakul Chana,Class 8,video,63
stu_78fbb24c,Riya Verma,Class 10,video,80
stu_310241a9,Zansi Samra,Class 10,text,49
stu_afc2a9a6,Hemani Sarna,Class 7,video,50
stu_13e109d4,Ansh Sarin,Class 6,video,66
stu_a4c58391,Imaran Misra,Class 8,video,84
stu_2ac15894,Viraj Tak,Class 6,text,46
stu_2e7f7d62,Robert Sankaran,Class 7,video,70
stu_5ab39722,Deepa Lall,Class 9,text,58
stu_4c052408,Upma Sachdev,Class 7,video,73
stu_50406e0b,Lucky Nayar,Class 6,text,56
stu_071acf34,Lajita Ratta,Class 7,text,58
stu_a18b1f1c,Champak Walia,Class 10,video,49
stu_2e41bad5,Lipika Kapoor,Class 7,video,82
stu_13c5daad,Jagdish Vala,Class 7,video,59
stu_0acbddc9,Girish Balasubramanian,Class 10,video,93
stu_d5955a66,Sanya Kapoor,Class 9,video,69
stu_f9fc7896,Urmi Lall,Class 6,video,63
stu_502db768,Bhavini Shan,Class 6,video,79
stu_acf2c45a,Onkar Gandhi,Class 7,video,71
stu_5bfcc025,Devansh Sawhney,Class 10,text,71
stu_251eb55c,Aryan Gola,Class 10,text,38
stu_69e41ac0,Logan Ravel,Class 9,video,48
stu_7d5807a2,Quincy Date,Class 9,text,82
stu_3a9d7ce3,Lakshmi Iyengar,Class 9,text,83
stu_b7b49405,Hamsini Bera,Class 10,video,82
stu_bf47392a,Amara Balakrishnan,Class 6,video,70
stu_af44d3a2,Zashil Pall,Class 10,video,59
stu_8cdb3773,William Maharaj,Class 7,video,71
stu_736c77cc,Tara Lata,Class 7,video,71
stu_3683283a,Vedhika Sen,Class 6,video,47
stu_61fba721,Faras Kashyap,Class 6,video,47
stu_e4b74092,Charles Borra,Class 8,video,53
stu_26b92169,Bhavya Nayak,Class 10,text,74
stu_8c44cd3f,Yoshita Baral,Class 10,text,63
stu_c53b1418,Nikita Nori,Class 10,video,88
stu_74452d27,Arjun Padmanabhan,Class 7,video,84
stu_5771b252,Vrinda Tella,Class 7,video,85
stu_8e39890b,Mohammed Natarajan,Class 7,text,68
stu_8ae01cf1,Bhanumati Walla,Class 6,video,64
stu_4dc0a47a,Chameli Khalsa,Class 7,video,64
stu_0bd3c3a2,Manbir Goswami,Class 8,video,83
stu_19d6e8f2,Jeevika Suresh,Class 10,video,81
stu_f2a4edcf,Vamakshi Krishnamurthy,Class 9,video,71
stu_1e1dc15c,Brijesh Murty,Class 6,video,90
stu_996d5b4d,Henry Sibal,Class 7,video,100
stu_1b41f0e6,Pratyush Naik,Class 10,video,61
stu_720becb8,Jeet Pau,Class 7,video,72
stu_cfd608f3,Chakrika Dash,Class 8,text,40
stu_8dea9eb0,Harita Das,Class 6,video,53
stu_52ad18df,Karan Sanghvi,Class 9,video,59
stu_6899efca,Urishilla Tailor,Class 7,video,49
stu_7883fa40,Oscar Patla,Class 8,video,66
stu_6a47d90b,Bhavna Luthra,Class 7,video,66
stu_a3ec0d3e,Janya Vohra,Class 6,video,72
stu_5ccaf42e,Logan Balay,Class 7,video,52
stu_e90ad7c9,Suhani Mukherjee,Class 8,video,78
stu_77e76cee,Girindra Arya,Class 7,video,79
stu_14b4eb80,Mitali Chanda,Class 10,video,38
stu_acab7e43,Samuel Sharaf,Class 10,video,61
stu_fd2e3432,Tara Sankaran,Class 7,text,66
stu_aaf294c7,Kabir Joshi,Class 8,video,35
stu_5d404e85,Ubika Pillai,Class 7,text,42
stu_940ca72e,Ikbal Chaudry,Class 8,video,76
stu_4c64a0e3,Ishanvi Pingle,Class 9,video,70
stu_0ecfb1bc,Finn Trivedi,Class 7,video,53
stu_87d111bd,Aarini Kara,Class 6,video,71
stu_2f463212,Zaid Grewal,Class 9,text,66
stu_97a61ee2,Vidhi Bawa,Class 7,video,66
stu_832a73df,Rishi Ramanathan,Class 10,video,78
stu_1c514d64,Veer Mital,Class 9,video,77
stu_12945511,Chanakya Dasgupta,Class 9,text,88
stu_2b7d798e,Madhav Vaidya,Class 7,video,68
stu_18d69dd4,George Barman,Class 8,video,68
stu_69245024,Nachiket Choudhury,Class 7,video,87
stu_96637ca3,Jagdish Bumb,Class 7,text,61
stu_898e7fcb,Jonathan Bala,Class 8,text,46
stu_266c4acd,Peter Deo,Class 6,video,95
stu_5a6f0521,Bhavika Bala,Class 10,text,100
stu_498cd1ff,Ucchal Dewan,Class 10,text,58
stu_709434dc,Samarth Chaudhari,Class 10,video,75
stu_9baa92e0,Suhani Dixit,Class 7,text,70
stu_c78ee6a1,Chanchal Ratta,Class 7,text,53
stu_b4c5059b,Bahadurjit Naik,Class 8,video,59
stu_e1896adb,Yachana Sem,Class 8,video,58
stu_721dce40,Chandran Banik,Class 10,text,73
stu_b546e0de,Arya Sinha,Class 9,text,50
stu_98ac6902,Jacob Menon,Class 8,video,81
stu_399d50a5,Laban Taneja,Class 7,text,70
stu_e93c563f,Chasmum Bakshi,Class 7,video,65
stu_a6fde025,Jairaj Wali,Class 7,text,95
stu_d678abcb,Vincent Chaudhary,Class 9,video,74
stu_b25a0a73,Ijaya Tailor,Class 6,video,53
stu_9079967d,Yoshita Narayanan,Class 6,text,80
stu_4e81f96d,Oscar Doctor,Class 10,video,59
stu_8d1aacb5,Karan Kamdar,Class 10,video,76
stu_0a3d87be,Charles Mittal,Class 7,video,55
stu_3b0c81cf,Zehaan Naidu,Class 8,video,59
stu_5e28396b,Zinal Raghavan,Class 7,video,94
stu_a670a332,Bimala Nagi,Class 7,video,88
stu_8b30f17e,Omkaar More,Class 8,video,79
stu_50c8755c,Girish Raman,Class 6,text,66
stu_6ff7a1be,Chakradev Chahal,Class 10,video,56
stu_3f8f8974,Xavier Krishna,Class 6,text,67
stu_026c289d,Benjamin Shankar,Class 10,video,45
stu_bd985033,Osha Om,Class 8,text,52
stu_488c391f,Zayyan Soni,Class 10,video,64
stu_8c804e4d,Aarnav Maharaj,Class 6,video,44
stu_87b7c97b,Ryan Sandhu,Class 9,text,63
stu_9eab1dd4,Vivaan Kothari,Class 8,text,79
stu_44215840,Damyanti Nagy,Class 7,video,77
stu_d4a61de2,Barkha Gola,Class 8,video,64
stu_3d4134ba,Raagini Sood,Class 10,video,60
stu_f4bf85d9,Maanas Lad,Class 9,text,75
stu_7a641ec9,Upkaar Ratti,Class 10,video,64
stu_d513fece,Tanveer Kunda,Class 6,video,54
stu_5834b413,Sathvik Chanda,Class 9,video,78
stu_e8281280,Ekta Nath,Class 8,video,51
stu_c3a9d3c0,Fitan Keer,Class 9,text,81
stu_b9bb8720,Krishna Wagle,Class 6,text,59
stu_3ab008f3,Nihal Ganesan,Class 10,video,97
stu_2eba14b7,Devansh Thaker,Class 6,video,65
stu_267104b9,Advika Pillay,Class 9,video,65
stu_7d3f71a6,Zehaan Bali,Class 8,video,42
stu_146901a9,Aryan Dada,Class 6,video,57
stu_e56e969f,Bachittar Baral,Class 6,video,81
stu_c67352b0,Zashil Ramakrishnan,Class 9,video,62
stu_656d2bf0,Manan Gokhale,Class 8,video,63
stu_9b3a7b8d,Lohit Naidu,Class 6,text,82
stu_2d5030c1,Baljiwan Sawhney,Class 7,video,49
stu_002140c9,Ridhi Bhasin,Class 6,text,82
stu_48af22ab,Anvi Chahal,Class 10,text,43
stu_ec72cb45,Dayamai Zachariah,Class 7,video,62
stu_07b252ed,Upkaar Taneja,Class 7,video,51
stu_01f54125,Reyansh Char,Class 7,video,58
stu_190c5d1c,Advay Natt,Class 6,text,69
stu_faaa3aa5,Gunbir Kota,Class 7,video,62
stu_71b865bf,Veer Sant,Class 8,video,49
stu_b5913796,Mitali Chaudhuri,Class 6,video,78
stu_a5190fa5,Kevin Bhandari,Class 10,video,80
stu_ff1374dc,Jasmit Sagar,Class 6,video,70
stu_6462077a,Amrita Lanka,Class 6,text,66
stu_994eb920,Sai Nayak,Class 6,video,62
stu_030e7922,Anika Dewan,Class 6,video,63
stu_9b35e44e,Timothy Chaudhari,Class 8,video,62
stu_efecb23c,Chandani Mannan,Class 8,video,67
stu_2a3dbbc2,Jalsa Anne,Class 6,video,52
stu_e914f655,Abhimanyu Chakrabarti,Class 10,video,80
stu_44501bbb,Lipika Mital,Class 9,text,67
stu_2eca898e,Arunima Sekhon,Class 9,video,70
stu_e8fa235c,Girish Sarin,Class 7,video,46
stu_5afacd4b,Peter Khare,Class 6,video,63
stu_4ee97e3a,Fiyaz Chacko,Class 8,video,78
stu_27351712,Damyanti Sarma,Class 10,video,80
stu_af99d0c6,Rachit Gola,Class 6,video,60
stu_ba18232a,Hitesh Sangha,Class 6,text,65
stu_262a3ac3,Sarthak Gole,Class 6,text,66
stu_2929e9bf,Wahab Bath,Class 10,video,49
stu_31657825,Vivaan Lad,Class 7,text,67
stu_ceb80870,Waida Date,Class 9,text,81
stu_f52620e0,Faqid Dugar,Class 6,video,92
stu_bb5bfe01,Warhi Kannan,Class 7,video,70
stu_9da9d792,Vivaan Sharaf,Class 10,text,64
stu_50442572,Amrita Aggarwal,Class 9,text,84
stu_31cfdb07,Ladli Dalal,Class 6,video,69
stu_7365df00,Kiaan Balasubramanian,Class 7,video,87
stu_58ab90be,Orinder Sangha,Class 10,video,66
stu_1c27bec8,Krishna Chadha,Class 6,video,51
stu_82a824eb,Ijaya Khare,Class 9,video,97
stu_fda6f1a5,Ojas Kant,Class 6,video,63
stu_26b529c7,Tejas Narayan,Class 7,video,53
stu_a4a2a188,David Kapoor,Class 9,text,68
stu_d31dd50e,Damyanti Chandran,Class 7,text,67
stu_b5dbf77c,Saksham Arora,Class 9,text,73
stu_fccace35,Viraj Rout,Class 8,video,58
stu_5199edce,Hredhaan Kulkarni,Class 7,video,49
stu_bcdee884,Amara Chokshi,Class 9,text,78
stu_812bec00,Kamya Mandal,Class 9,video,79
stu_c050fb8c,Mohini Jhaveri,Class 6,text,50
stu_5a8dc9f4,Janaki Shankar,Class 9,video,68
stu_64f8de0d,Gopal Varghese,Class 9,video,87
stu_cfe45f7e,Yoshita Dubey,Class 10,text,71
stu_f39200d4,Girindra Bir,Class 10,video,86
stu_c4ef9d6a,Ganga Butala,Class 9,text,62
stu_32a06cf8,Yagnesh Venkatesh,Class 8,text,59
stu_68337672,Caleb Nayar,Class 6,video,67
stu_314ec47e,Jairaj Chana,Class 10,video,48
stu_22e68619,Bhavani Hari,Class 10,video,61
stu_645afb10,Gaurav Minhas,Class 10,video,67
stu_241d0718,Ati Rau,Class 8,video,74
stu_92132a87,Ayaan Dora,Class 7,text,48
stu_ecff7448,Kritika Dora,Class 9,video,78
stu_953ddd28,Gautami Chaudhary,Class 7,video,64
stu_68920e01,Jyoti Patla,Class 9,video,62
stu_7797a6b0,Nilima Kata,Class 8,text,69
stu_7f8c580c,Hardik Om,Class 10,video,74
stu_e2632034,Ekavir Lalla,Class 8,video,57
stu_519da6cb,Anika Choudhury,Class 9,video,59
stu_7af989d2,Arin Khare,Class 7,video,71
stu_322f78ac,Hardik Dugar,Class 10,video,54
stu_b1e04b05,Rachita Murthy,Class 6,text,73
stu_007cf6d8,Varenya Badal,Class 10,text,75
stu_52125edd,Zansi Deo,Class 8,video,58
stu_2711abe0,Alka Raman,Class 8,video,62
stu_4281411f,Hemal Gole,Class 8,video,45
stu_fc2c97b0,Abha Bail,Class 7,text,69
stu_9e6dc73f,Ojas Hari,Class 6,video,74
stu_12b4b34b,Omkaar Wable,Class 8,video,81
stu_6d781042,Chatresh Purohit,Class 10,video,75
stu_2b902180,Chandani Bakshi,Class 7,video,71
stu_f593eb06,Ekapad Kale,Class 7,text,92
stu_586e65eb,Chakradev Bir,Class 6,video,60
stu_04d90f4d,Upma Rama,Class 6,video,53
stu_7fa39a65,Gautam Parekh,Class 7,video,67
stu_f9a7daf9,Henry Dora,Class 7,text,59
stu_a299ef8a,Eiravati Jain,Class 6,video,58
stu_c158bbba,Anika Mitra,Class 10,text,41
stu_6e4056af,Urvi Bains,Class 10,video,61
stu_31cd8a54,Sai Cherian,Class 8,text,74
stu_cf7d53ee,Gabriel Palan,Class 8,video,78
stu_5559e34a,Reva Seth,Class 7,video,64
stu_67e46f06,Adya Doshi,Class 10,video,67
stu_573f0554,Zansi Khatri,Class 9,video,73
stu_a3a94721,Aradhana Dugar,Class 7,video,55
stu_096ef031,Ayush Palla,Class 6,text,52
stu_e621ca75,Ekaraj Hayre,Class 10,video,82
stu_cc961f09,Advik Swamy,Class 10,video,56
stu_b262dae8,Raghav Lalla,Class 9,video,56
stu_2c5f46ac,Keya Purohit,Class 7,text,76
stu_ace84698,Kevin Kibe,Class 7,video,76
stu_2fe62f94,Amrita Mukherjee,Class 8,video,76
stu_8200078c,Chakradev Barman,Class 9,text,90
stu_f0edb077,Charita Borra,Class 7,video,57
stu_b2cbe94d,Sachi Samra,Class 6,text,44
stu_8f12b4a2,Aarav Kara,Class 6,video,61
stu_82e4ae65,Yoshita Ray,Class 7,video,79
stu_30a02139,Jeet Bawa,Class 7,video,60
stu_85e5b2a4,Kabir Chopra,Class 10,video,61
stu_3fbd3e15,Januja Doshi,Class 9,video,69
stu_8be4d210,Hemani Raju,Class 7,video,66
stu_99ffb751,Rushil Guha,Class 8,text,64
stu_7bc07107,Sara Dugar,Class 7,video,87
stu_2e7c89e0,Devansh Hora,Class 7,video,62
stu_2d0dfab0,Chaitanya Doshi,Class 9,video,66
stu_d4d13b37,Lekha Shere,Class 10,video,66
stu_fae3e30d,Omkaar Chaudhari,Class 10,text,66
stu_2e6d1aac,Lipika Keer,Class 8,video,61
stu_b61c2b7f,Farhan Nayak,Class 9,video,41
stu_98895ae8,Jack Batra,Class 7,video,70
stu_ff5eb7cd,Megha Dyal,Class 8,video,55
stu_821dd820,Charan Parikh,Class 8,video,66
stu_28ed69c0,Banjeet Varma,Class 8,video,79
stu_f9fd1f07,Deepa Modi,Class 10,text,70
stu_31f5d586,Aarini Tailor,Class 6,text,35
stu_f2f85ec4,Warinder Ranganathan,Class 10,video,41
stu_a3ecac73,Dominic Vohra,Class 7,video,69
stu_e69a89cf,Ladli Patla,Class 6,text,74
stu_b0ea4d1d,Raghav Butala,Class 10,video,64
stu_45129bbe,Gavin Nori,Class 6,video,71
stu_96a798d6,Tara Dhar,Class 9,video,67
stu_fe8155a4,Joshua Dayal,Class 8,video,63
stu_49c7a632,Gautam Ram,Class 10,text,48
stu_57889933,Hritik Dutta,Class 10,video,79
stu_dc678b7a,Mekhala Batta,Class 10,text,78
stu_d1f41f88,Diya Karpe,Class 6,text,89
stu_69a68290,Kavya Chakraborty,Class 8,video,61
stu_6ce42d6a,Vrishti Hegde,Class 7,video,58
stu_c7ea70fa,Warda Varkey,Class 7,video,100
stu_4db43171,Rehaan Jaggi,Class 7,video,62
stu_5e93f5cb,Anusha Merchant,Class 8,text,54
stu_087fc53e,Gautam Brar,Class 6,video,65
stu_f6db6472,Warda More,Class 6,video,84
stu_b7eef8bf,Quincy De,Class 10,video,74
stu_ecbf6cb2,Chaaya Taneja,Class 6,text,56
stu_dd0d70d5,Frederick Mani,Class 7,video,80
stu_9e9ba44a,Azaan Agarwal,Class 6,video,59
stu_ea2ab2d0,Manya Shroff,Class 9,video,54
stu_83b9a262,Dakshesh Srivastava,Class 10,video,78
stu_1bc23153,Nandini Narula,Class 7,text,74
stu_20593638,Theodore Purohit,Class 7,video,74
stu_f2c95c2f,Mitesh Din,Class 8,video,65
stu_02840c15,Vrishti Pau,Class 8,video,63
stu_0164fe18,Siddharth Tandon,Class 7,video,56
stu_508c3c48,Falak Pau,Class 8,text,88
stu_afb18c25,Harish Palla,Class 7,video,67
stu_eb680921,Yatin Lanka,Class 10,video,49
stu_b2983649,Devansh Tandon,Class 9,video,67
stu_598198f0,Ekapad Bhakta,Class 8,text,59
stu_6e9dc89c,Girish Mani,Class 8,video,53
stu_ccf75b0f,Christopher Varma,Class 7,text,62
stu_70fcb480,Lohit Bedi,Class 6,video,57
stu_58503298,Turvi Shere,Class 10,video,66
stu_3545eba6,Laban Nazareth,Class 6,video,59
stu_594da3d6,Bakhshi Lata,Class 10,video,65
stu_2dccadcf,Om Buch,Class 10,video,67
stu_01c307fd,Triya Wason,Class 8,video,57
stu_6ebbedc2,Ojas Goyal,Class 9,video,63
stu_9e6178f6,Rachita Iyengar,Class 8,video,47
stu_4e5f59d7,Lakshmi Barman,Class 10,video,43
stu_88535947,Geetika Bhatt,Class 8,video,81
stu_5bb700a0,Mugdha Patel,Class 6,video,64
